title,summary,authors,published,url,text
Portable and Secure CI/CD for COBOL: Lessons from an Industrial Migration,"Continuous integration and delivery (CI/CD) pipelines are critical for sustaining the evolution of large software systems. In regulated industries with legacy technologies, however, pipelines themselves can become a source of technical debt. This paper presents an industrial case study of Bankdata, a cooperative IT provider for Danish banks, where a Jenkins-based COBOL CI/CD pipeline had grown fragile, slow, and tightly coupled to platform-specific logic. The original architecture relied on Groovy scripts spread across four repositories with runtime dependency installation, leading to long execution times, high maintenance costs, and vendor lock-in.
  We report on the migration to a containerized architecture featuring an abstraction layer for platform logic, simplified repository structure, and a pre-built OCI-compliant image containing COBOL tools and dependencies. The new design achieved an 82% runtime reduction. Our experience highlights lessons on abstraction, containerization, and organizational adoption, offering guidance for modernizing pipelines in legacy, high-security environments.","Andreas Askholm, Kenneth Johnsen, Jacopo Mauro",2026-04-01,http://arxiv.org/abs/2604.00936v1,"Portable and Secure CI/CD for COBOL: Lessons from an Industrial Migration. Continuous integration and delivery (CI/CD) pipelines are critical for sustaining the evolution of large software systems. In regulated industries with legacy technologies, however, pipelines themselves can become a source of technical debt. This paper presents an industrial case study of Bankdata, a cooperative IT provider for Danish banks, where a Jenkins-based COBOL CI/CD pipeline had grown fragile, slow, and tightly coupled to platform-specific logic. The original architecture relied on Groovy scripts spread across four repositories with runtime dependency installation, leading to long execution times, high maintenance costs, and vendor lock-in.
  We report on the migration to a containerized architecture featuring an abstraction layer for platform logic, simplified repository structure, and a pre-built OCI-compliant image containing COBOL tools and dependencies. The new design achieved an 82% runtime reduction. Our experience highlights lessons on abstraction, containerization, and organizational adoption, offering guidance for modernizing pipelines in legacy, high-security environments."
Schurian-finiteness of blocks of type B Hecke algebras,"Schurian-finiteness, also known as $τ$-tilting finiteness, is equivalent to the finiteness of various representation theoretic objects such as wide subcategories. The first three authors classified Schurian-finite blocks of type A Hecke algebras in [ALS23]. Here we study the Schurian-finiteness of blocks of type B Hecke algebras, and determine the Schurian-finiteness of all blocks if the Hecke algebra is `non-integral', and for almost all blocks in the integral case. The only remaining cases are a small number of blocks in defect $3$ when $e=3$, and a family of blocks in defects $3$ and $4$ for $e\geqslant4$. The classification is mostly achieved by methods using decomposition numbers, with many degenerate cases requiring direct study using standard methods from the representation theory of quivers.","Susumu Ariki, Sinéad Lyle, Liron Speyer, Qi Wang",2025-12-21,http://arxiv.org/abs/2512.18877v1,"Schurian-finiteness of blocks of type B Hecke algebras. Schurian-finiteness, also known as $τ$-tilting finiteness, is equivalent to the finiteness of various representation theoretic objects such as wide subcategories. The first three authors classified Schurian-finite blocks of type A Hecke algebras in [ALS23]. Here we study the Schurian-finiteness of blocks of type B Hecke algebras, and determine the Schurian-finiteness of all blocks if the Hecke algebra is `non-integral', and for almost all blocks in the integral case. The only remaining cases are a small number of blocks in defect $3$ when $e=3$, and a family of blocks in defects $3$ and $4$ for $e\geqslant4$. The classification is mostly achieved by methods using decomposition numbers, with many degenerate cases requiring direct study using standard methods from the representation theory of quivers."
On new exact conformal blocks and Nekrasov functions,"Recently, an intriguing family of the one-point toric conformal blocks AGT related to the $\mathcal{N}=2^*\,\, SU(2)$ Nekrasov functions was discovered by M. Beccaria and G. Macorini. Members of the family are distinguished by having only finite amount of poles as functions of the intermediate dimension/v.e.v. in gauge theory. Another remarkable property is that these conformal blocks/Nekrasov functions can be found in closed form to all orders in the coupling expansion. In the present paper we use Zamolodchikov's recurrence equation to systematically account for these exceptional conformal blocks. We conjecture that the family is infinite-dimensional and describe the corresponding parameter set. We further apply the developed technique to demonstrate that the four-point spheric conformal blocks feature analogous exact expressions. We also study the modular transformations of the finite-pole blocks.",Nikita Nemkov,2016-06-16,http://arxiv.org/abs/1606.05324v2,"On new exact conformal blocks and Nekrasov functions. Recently, an intriguing family of the one-point toric conformal blocks AGT related to the $\mathcal{N}=2^*\,\, SU(2)$ Nekrasov functions was discovered by M. Beccaria and G. Macorini. Members of the family are distinguished by having only finite amount of poles as functions of the intermediate dimension/v.e.v. in gauge theory. Another remarkable property is that these conformal blocks/Nekrasov functions can be found in closed form to all orders in the coupling expansion. In the present paper we use Zamolodchikov's recurrence equation to systematically account for these exceptional conformal blocks. We conjecture that the family is infinite-dimensional and describe the corresponding parameter set. We further apply the developed technique to demonstrate that the four-point spheric conformal blocks feature analogous exact expressions. We also study the modular transformations of the finite-pole blocks."
Conformal Blocks in Two and Four Dimensions from Oscillator Representations,"The explicit computation of higher-point conformal blocks in any dimension is usually a challenging task. For two-dimensional conformal field theories in Euclidean signature, the oscillator formalism proves to be very efficient. We demonstrate this by reproducing the general $n$-point global conformal block in the comb channel in an elegant and direct manner. Exploiting similarities to the representation theory of two-dimensional CFTs, we extend the oscillator formalism to the computation of higher-point conformal blocks in four Euclidean dimensions. As a proof of concept, we explicitly compute the scalar four-point block with scalar exchange within this framework and discuss the extension to the higher-point case.","Martin Ammon, Jakob Hollweck, Tobias Hössel, Katharina Wölfl",2024-06-27,http://arxiv.org/abs/2406.19436v2,"Conformal Blocks in Two and Four Dimensions from Oscillator Representations. The explicit computation of higher-point conformal blocks in any dimension is usually a challenging task. For two-dimensional conformal field theories in Euclidean signature, the oscillator formalism proves to be very efficient. We demonstrate this by reproducing the general $n$-point global conformal block in the comb channel in an elegant and direct manner. Exploiting similarities to the representation theory of two-dimensional CFTs, we extend the oscillator formalism to the computation of higher-point conformal blocks in four Euclidean dimensions. As a proof of concept, we explicitly compute the scalar four-point block with scalar exchange within this framework and discuss the extension to the higher-point case."
Security Header Fields in HTTP Clients,"HTTP headers are commonly used to establish web communications, and some of them are relevant for security. However, we have only little information about the usage and support of security-relevant headers in mobile applications. We explored the adoption of such headers in mobile app communication by querying 9,714 distinct URLs that were used in 3,376 apps and collected each server's response information. We discovered that support for secure HTTP header fields is absent in all major HTTP clients, and it is barely provided with any server response. Based on these results, we discuss opportunities for improvement particularly to reduce the likelihood of data leaks and arbitrary code execution. We advocate more comprehensive use of existing HTTP headers and timely development of relevant web browser security features in HTTP client libraries.","Pascal Gadient, Oscar Nierstrasz, Mohammad Ghafari",2021-11-05,http://arxiv.org/abs/2111.03601v1,"Security Header Fields in HTTP Clients. HTTP headers are commonly used to establish web communications, and some of them are relevant for security. However, we have only little information about the usage and support of security-relevant headers in mobile applications. We explored the adoption of such headers in mobile app communication by querying 9,714 distinct URLs that were used in 3,376 apps and collected each server's response information. We discovered that support for secure HTTP header fields is absent in all major HTTP clients, and it is barely provided with any server response. Based on these results, we discuss opportunities for improvement particularly to reduce the likelihood of data leaks and arbitrary code execution. We advocate more comprehensive use of existing HTTP headers and timely development of relevant web browser security features in HTTP client libraries."
Rank-Level duality and Conformal Block divisors,"We describe new relations among conformal block divisors in $\operatorname{Pic}(\bar{\operatorname{M}}_{0,n})$. These relations appear from various rank-level dualities of conformal blocks on $\mathbb{P}^1$ with $n$ marked points. We also give a coordinate free description of rank-level duality maps on $\overline{\mathcal{M}}_{g,n}$.",Swarnava Mukhopadhyay,2013-08-04,http://arxiv.org/abs/1308.0854v2,"Rank-Level duality and Conformal Block divisors. We describe new relations among conformal block divisors in $\operatorname{Pic}(\bar{\operatorname{M}}_{0,n})$. These relations appear from various rank-level dualities of conformal blocks on $\mathbb{P}^1$ with $n$ marked points. We also give a coordinate free description of rank-level duality maps on $\overline{\mathcal{M}}_{g,n}$."
Supersymmetric Galilean conformal blocks,"We set up the bootstrap procedure for supersymmetric Galilean Conformal (SGC) field theories in two dimensions by constructing the SGC blocks in the $\mathcal{N}=1$ and two possible $\mathcal{N} =2$ extensions of the Galilean conformal algebra. In all analyzed cases, we present the bootstrap equations by crossing symmetry of the four point function. In addition, we compute the global SGC blocks analytically by solving the differential equations obtained by acting with the Casimirs of the global subalgebras inside the four point function. These global blocks agree with the general SGC blocks in the limit of large central charge. We comment on possible applications to supersymmetric BMS$_3$ invariant field theories and flat holography.","Ivano Lodato, Wout Merbis,  Zodinmawia",2018-07-05,http://arxiv.org/abs/1807.02031v3,"Supersymmetric Galilean conformal blocks. We set up the bootstrap procedure for supersymmetric Galilean Conformal (SGC) field theories in two dimensions by constructing the SGC blocks in the $\mathcal{N}=1$ and two possible $\mathcal{N} =2$ extensions of the Galilean conformal algebra. In all analyzed cases, we present the bootstrap equations by crossing symmetry of the four point function. In addition, we compute the global SGC blocks analytically by solving the differential equations obtained by acting with the Casimirs of the global subalgebras inside the four point function. These global blocks agree with the general SGC blocks in the limit of large central charge. We comment on possible applications to supersymmetric BMS$_3$ invariant field theories and flat holography."
Cobol2Vec: Learning Representations of Cobol code,"There has been a steadily growing interest in development of novel methods to learn a representation of a given input data and subsequently using them for several downstream tasks. The field of natural language processing has seen a significant improvement in different tasks by incorporating pre-trained embeddings into their pipelines. Recently, these methods have been applied to programming languages with a view to improve developer productivity. In this paper, we present an unsupervised learning approach to encode old mainframe languages into a fixed dimensional vector space. We use COBOL as our motivating example and create a corpus and demonstrate the efficacy of our approach in a code-retrieval task on our corpus.","Ankit Kulshrestha, Vishwas Lele",2022-01-24,http://arxiv.org/abs/2201.09448v1,"Cobol2Vec: Learning Representations of Cobol code. There has been a steadily growing interest in development of novel methods to learn a representation of a given input data and subsequently using them for several downstream tasks. The field of natural language processing has seen a significant improvement in different tasks by incorporating pre-trained embeddings into their pipelines. Recently, these methods have been applied to programming languages with a view to improve developer productivity. In this paper, we present an unsupervised learning approach to encode old mainframe languages into a fixed dimensional vector space. We use COBOL as our motivating example and create a corpus and demonstrate the efficacy of our approach in a code-retrieval task on our corpus."
Quality Evaluation of COBOL to Java Code Transformation,"We present an automated evaluation system for assessing COBOL-to-Java code translation within IBM's watsonx Code Assistant for Z (WCA4Z). The system addresses key challenges in evaluating LLM-based translators, including model opacity and the complexity of translation quality assessment. Our approach combines analytic checkers with LLM-as-a-judge (LaaJ) techniques to deliver scalable, multi-faceted evaluations. The system supports continuous integration workflows, enables large-scale benchmarking, and reduces reliance on manual review. We describe the system architecture, evaluation strategies, and reporting mechanisms that provide actionable insights for developers and project managers, facilitating the evolution of high-quality, modernized codebases.","Shmulik Froimovich, Raviv Gal, Wesam Ibraheem, Avi Ziv",2025-07-31,http://arxiv.org/abs/2507.23356v1,"Quality Evaluation of COBOL to Java Code Transformation. We present an automated evaluation system for assessing COBOL-to-Java code translation within IBM's watsonx Code Assistant for Z (WCA4Z). The system addresses key challenges in evaluating LLM-based translators, including model opacity and the complexity of translation quality assessment. Our approach combines analytic checkers with LLM-as-a-judge (LaaJ) techniques to deliver scalable, multi-faceted evaluations. The system supports continuous integration workflows, enables large-scale benchmarking, and reduces reliance on manual review. We describe the system architecture, evaluation strategies, and reporting mechanisms that provide actionable insights for developers and project managers, facilitating the evolution of high-quality, modernized codebases."
Deterministic vs. LLM-Controlled Orchestration for COBOL-to-Python Modernization,"Modernizing legacy COBOL systems remains difficult due to scarce expertise, large and long-lived codebases, and strict correctness requirements. Recent large language model (LLM)-based modernization systems increasingly rely on agentic workflows in which the model controls multi-step tool execution. However, it remains unclear whether delegating execution control to the LLM improves correctness, robustness, or efficiency in structured software engineering workflows. We present a controlled empirical study of deterministic and LLM-controlled orchestration for COBOL-to-Python modernization. Using a unified experimental framework, we hold the language models, prompts, tools, configurations, and source programs constant while varying only the execution control strategy. This isolates orchestration as the sole experimental variable. We evaluate both approaches using functional correctness, robustness across repeated stochastic runs, and computational efficiency. Across multiple models, deterministic orchestration achieves comparable computational accuracy to LLM-controlled orchestration while improving worst-case robustness and reducing performance variability across runs. Deterministic execution also reduces token consumption by up to 3.5x, leading to substantially lower operational cost. These results suggest that, in structured modernization workflows with explicit validation stages, fixed execution policies provide more stable and cost-efficient behavior than fully agentic orchestration without reducing translation quality.","Naing Oo Lwin, Rajesh Kumar",2026-05-11,http://arxiv.org/abs/2605.09894v1,"Deterministic vs. LLM-Controlled Orchestration for COBOL-to-Python Modernization. Modernizing legacy COBOL systems remains difficult due to scarce expertise, large and long-lived codebases, and strict correctness requirements. Recent large language model (LLM)-based modernization systems increasingly rely on agentic workflows in which the model controls multi-step tool execution. However, it remains unclear whether delegating execution control to the LLM improves correctness, robustness, or efficiency in structured software engineering workflows. We present a controlled empirical study of deterministic and LLM-controlled orchestration for COBOL-to-Python modernization. Using a unified experimental framework, we hold the language models, prompts, tools, configurations, and source programs constant while varying only the execution control strategy. This isolates orchestration as the sole experimental variable. We evaluate both approaches using functional correctness, robustness across repeated stochastic runs, and computational efficiency. Across multiple models, deterministic orchestration achieves comparable computational accuracy to LLM-controlled orchestration while improving worst-case robustness and reducing performance variability across runs. Deterministic execution also reduces token consumption by up to 3.5x, leading to substantially lower operational cost. These results suggest that, in structured modernization workflows with explicit validation stages, fixed execution policies provide more stable and cost-efficient behavior than fully agentic orchestration without reducing translation quality."
